
CondaError: Run 'conda init' before 'conda deactivate'

/home/pl543/workspace/conda/torch_2.4/lib/python3.10/site-packages/torch/_inductor/compile_fx.py:150: UserWarning: TensorFloat32 tensor cores for float32 matrix multiplication available but not enabled. Consider setting `torch.set_float32_matmul_precision('high')` for better performance.
  warnings.warn(
slurmstepd: error: *** STEP 63821.0 ON r4518u09n01 CANCELLED AT 2024-10-30T10:25:43 ***
Step: 1000; Loss: 0.0079
Step: 226000; Loss: 0.0089
Step: 227000; Loss: 0.0087
Step: 228000; Loss: 0.0098
Step: 229000; Loss: 0.0073
Step: 230000; Loss: 0.0132
Step: 231000; Loss: 0.0105
Step: 232000; Loss: 0.0100
Step: 233000; Loss: 0.0060
Step: 234000; Loss: 0.0088
Step: 235000; Loss: 0.0137
Step: 236000; Loss: 0.0106
Step: 237000; Loss: 0.0123
Step: 238000; Loss: 0.0114
Step: 239000; Loss: 0.0089
Step: 240000; Loss: 0.0108
Step: 241000; Loss: 0.0104
Step: 242000; Loss: 0.0112
Step: 243000; Loss: 0.0137
Step: 244000; Loss: 0.0074
Step: 245000; Loss: 0.0117
Step: 246000; Loss: 0.0096
Step: 247000; Loss: 0.0155
Step: 248000; Loss: 0.0099
Step: 249000; Loss: 0.0140
Step: 250000; Loss: 0.0081
Step: 251000; Loss: 0.0086
Step: 252000; Loss: 0.0086
Step: 253000; Loss: 0.0097
Step: 254000; Loss: 0.0103
Step: 255000; Loss: 0.0117
Step: 256000; Loss: 0.0085
Step: 257000; Loss: 0.0107
Step: 258000; Loss: 0.0113
Step: 259000; Loss: 0.0100
Step: 260000; Loss: 0.0195
Step: 261000; Loss: 0.0125
Step: 262000; Loss: 0.0071
Step: 263000; Loss: 0.0066
Step: 264000; Loss: 0.0139

====================================================================================================
detected preemption flag inside training loop
exiting gracefully (saving model checkpoint, etc.) ...
exiting now
====================================================================================================
Done
